customer_id,age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre
4690bf9c-b828-44d3-bdb6-f91b10668288,47,Other,Standard,7.92,23,South America,TV,13.99,0,Crypto,1,0.33,Sci-Fi
0aac0e54-7d40-4cf2-abe4-45f3ff73f5ff,49,Female,Basic,5.26,33,South America,Mobile,8.99,1,Crypto,3,0.15,Documentary
e2a75072-5f48-47ed-a533-eb1b0301aad9,39,Female,Basic,10.97,10,Oceania,Mobile,8.99,0,PayPal,1,1.0,Comedy
25db8257-f409-4acd-81f8-99629fbf15a0,32,Female,Premium,40.94,7,South America,Desktop,17.99,0,Crypto,1,5.12,Action
bf48551e-a8e6-4fd9-bb32-3f798ed84680,46,Other,Premium,1.25,13,Europe,Tablet,17.99,1,Debit Card,3,0.09,Comedy
3819aaed-bed6-49c8-ab53-0fd9d917e4e1,48,Female,Standard,8.12,32,Africa,Desktop,13.99,1,Crypto,2,0.25,Action
e2f28860-44e4-4fc2-a445-014332e7fb11,68,Female,Premium,7.67,40,Oceania,Tablet,17.99,0,PayPal,4,0.19,Romance
a088d61d-be5a-409e-b943-73b145b358d1,21,Female,Standard,15.53,27,South America,Laptop,13.99,0,Credit Card,1,0.55,Comedy
109cc416-0a22-4c41-93e9-2c7dd24ddd3f,60,Male,Basic,31.9,4,Oceania,Tablet,8.99,0,Crypto,2,6.38,Comedy
a8c8dcff-92d3-4a79-849d-42c6e6bbc7bc,70,Other,Premium,7.97,57,Europe,Laptop,17.99,1,Gift Card,5,0.14,Drama
8071c1be-1197-49a1-aa75-5fb6a6b3087a,53,Other,Standard,43.02,43,South America,Tablet,13.99,0,Crypto,1,0.98,Action
98b7c57d-1094-45dd-bb45-d9bb8dff9b83,36,Other,Standard,34.6,19,Oceania,Tablet,13.99,0,Crypto,3,1.73,Action
18be905c-203f-4de2-8e78-ef10061fc57f,55,Other,Basic,24.58,18,Asia,Desktop,8.99,0,Debit Card,1,1.29,Documentary
b7c1bdad-cafb-4586-a15d-fc9ff30a8115,45,Female,Standard,7.39,6,Oceania,TV,13.99,0,PayPal,1,1.06,Romance
6e061f35-b1b5-4efe-9e37-f40a14d929b1,24,Male,Premium,6.92,13,Africa,Desktop,17.99,0,Crypto,2,0.49,Action
8c2d377b-f6ec-44b5-ae08-3660c4358a93,30,Other,Premium,1.37,55,North America,Mobile,17.99,1,Debit Card,1,0.02,Horror
afcc5c55-a3d8-4e2f-ab95-3d34f5e0390d,69,Female,Basic,24.56,53,Oceania,Laptop,8.99,1,Gift Card,1,0.45,Action
2211b077-0300-4e0c-834c-e7751a45eb96,47,Other,Standard,15.87,52,Africa,Laptop,13.99,1,Crypto,1,0.3,Sci-Fi
8d755725-4f16-4006-bdae-fa3dc9fa2579,49,Female,Standard,7.62,27,Asia,TV,13.99,0,Debit Card,3,0.27,Action
c39a5943-fe7c-46ec-8d3c-2a24ab46733b,67,Male,Standard,3.05,29,Oceania,Tablet,13.99,1,PayPal,1,0.1,Drama
e62d9bc8-dab9-42e0-b6b2-e8d076fe843b,23,Female,Premium,13.31,34,Africa,Mobile,17.99,1,Debit Card,2,0.38,Romance
7a89d8b6-28ec-4b0c-9d3b-88e0a5119e3b,67,Male,Basic,1.56,0,Oceania,Desktop,8.99,0,Crypto,5,1.56,Documentary
c8648f0f-0b92-4445-a3a7-5c48711cbc07,57,Male,Premium,0.97,32,South America,Mobile,17.99,1,Gift Card,2,0.03,Comedy
ebe928a7-de65-4567-b349-06056b35e6a6,55,Other,Standard,21.58,48,North America,Mobile,13.99,0,Credit Card,5,0.44,Romance
8b3597af-7da9-405d-9815-60d1e4dbe2e5,35,Other,Standard,22.59,16,Europe,Tablet,13.99,0,Credit Card,2,1.33,Comedy
839ec473-5f41-4a8b-955a-ec14b3a9cad4,22,Female,Standard,9.69,35,Asia,TV,13.99,1,Crypto,4,0.27,Documentary
cdf4012d-14b0-41d5-ab40-cc6627fe1e3b,34,Male,Premium,12.82,45,North America,Mobile,17.99,1,PayPal,2,0.28,Romance
aa97d1a3-c4ad-4c76-bd2a-56f1b46a753c,19,Male,Standard,4.34,1,Asia,Tablet,13.99,0,PayPal,1,2.17,Sci-Fi
6ead42f9-86d8-4c66-b2fc-3d791323186d,25,Female,Premium,15.95,15,South America,Laptop,17.99,0,Credit Card,1,1.0,Action
9235d289-6d46-46ba-a48a-1cf4ea18b599,49,Other,Premium,2.05,14,North America,Tablet,17.99,0,Debit Card,5,0.14,Romance
20529e32-d3e7-4cfc-8210-b6468cdbe2a4,55,Other,Premium,3.86,25,Europe,Tablet,17.99,1,PayPal,3,0.15,Action
bfe7729e-7d5d-4850-b496-51e891158836,36,Other,Basic,1.68,10,Africa,TV,8.99,1,PayPal,4,0.15,Action
783c7652-37b8-4be0-b8bc-fb51bd4b5578,27,Other,Premium,46.88,56,Oceania,TV,17.99,0,Crypto,3,0.82,Drama
2117b36a-9e3e-4077-ac5b-03540bb38461,49,Male,Standard,4.22,50,Oceania,Desktop,13.99,1,Gift Card,2,0.08,Comedy
ceec2c10-9770-48d1-8366-344fa66195b1,54,Female,Basic,26.88,44,South America,Desktop,8.99,0,Gift Card,3,0.6,Drama
854b2bfd-6773-413f-b385-02338fa3a316,31,Female,Standard,2.23,39,North America,Mobile,13.99,1,Debit Card,5,0.06,Drama
ee53be31-fb36-41d9-8eb2-1a4c1d976552,31,Male,Premium,14.15,24,South America,Desktop,17.99,0,PayPal,5,0.57,Drama
c9c8202c-992c-4e6c-b04f-0e2961ea87cc,42,Female,Basic,49.49,39,Europe,Mobile,8.99,0,Credit Card,5,1.24,Horror
022f9c7a-8276-494a-8629-086ad5e81df1,30,Male,Premium,8.79,21,Europe,Tablet,17.99,0,Crypto,4,0.4,Comedy
1a0f21b6-454a-4a22-88a8-5045b9d00fa4,58,Male,Standard,14.57,22,North America,Mobile,13.99,0,Debit Card,2,0.63,Romance
616199ed-33c4-4ff5-9450-251fc608d3a1,63,Other,Standard,25.73,11,Africa,TV,13.99,0,PayPal,1,2.14,Comedy
d1593b1d-ef59-4d4a-a169-5ff338b8baef,60,Male,Standard,3.01,30,Asia,Desktop,13.99,1,Gift Card,3,0.1,Documentary
749b69f5-8a24-428a-880c-86057af2a485,66,Male,Basic,12.05,33,South America,Tablet,8.99,1,PayPal,3,0.35,Drama
a2eab47c-dc4c-427f-88f8-755051b303fb,51,Female,Premium,3.7,37,South America,Mobile,17.99,1,Credit Card,2,0.1,Horror
b313f39d-0675-4bef-9b10-573146872adf,63,Male,Premium,5.84,20,Oceania,Mobile,17.99,0,Credit Card,1,0.28,Documentary
09a76bc9-4048-4403-8087-a31cdb16556e,31,Male,Basic,48.35,11,Oceania,Desktop,8.99,0,Debit Card,5,4.03,Comedy
af9b0f0d-9532-48f2-ad24-bf41faa164a6,55,Other,Standard,2.89,37,North America,Desktop,13.99,1,Debit Card,4,0.08,Action
ec202012-e4bf-4b14-b5fe-4447d8cfb730,38,Male,Premium,29.84,56,South America,Desktop,17.99,0,Credit Card,4,0.52,Drama
8c78b61b-0d41-4470-ade0-3ed2e2b36c28,65,Other,Standard,19.33,31,North America,Desktop,13.99,0,Credit Card,1,0.6,Comedy
da57899f-77b4-4b23-bcab-700db438f6d1,43,Female,Premium,2.5,33,Europe,TV,17.99,1,Credit Card,3,0.07,Action
361aff57-8a5f-4229-b4f5-f52544178dc7,63,Male,Premium,6.97,31,North America,Tablet,17.99,1,Crypto,1,0.22,Romance
900034d1-e7de-4e99-914e-4ad863061834,64,Female,Standard,3.66,6,Africa,Mobile,13.99,0,PayPal,1,0.52,Romance
6082e011-4f6d-4acb-93f2-3bfefd532880,58,Female,Basic,30.85,46,North America,Mobile,8.99,0,Debit Card,5,0.66,Action
4c7d404a-ebd5-4881-9fb5-302ad47f2fb8,31,Male,Standard,1.77,34,Europe,TV,13.99,1,PayPal,3,0.05,Sci-Fi
33146637-8d6b-4a63-b0be-65c67a894825,62,Other,Standard,16.65,41,North America,Tablet,13.99,1,Debit Card,3,0.4,Romance
746cea20-f12a-4b78-900d-fe19b5eaf91d,35,Male,Standard,25.08,2,Oceania,TV,13.99,0,Crypto,5,8.36,Action
44361538-0ea0-4b91-bef5-4c5af2dc15bd,34,Other,Standard,23.2,18,Asia,Tablet,13.99,0,Debit Card,1,1.22,Comedy
05e8a643-0a5c-4413-ae75-a4dcdccf9c62,65,Other,Premium,37.82,31,Oceania,Tablet,17.99,0,Gift Card,3,1.18,Sci-Fi
85b74247-a98b-47b1-91ba-8b7db3c3662c,68,Male,Standard,28.44,55,Europe,Laptop,13.99,0,Crypto,3,0.51,Romance
aaf3513b-97c7-46fa-b889-0d78c2ca0be7,46,Other,Standard,13.38,3,South America,Laptop,13.99,0,Credit Card,2,3.35,Romance
62d2ca00-38a2-4f3b-a517-e212fb24e26e,62,Female,Standard,14.8,40,South America,Mobile,13.99,1,Crypto,5,0.36,Drama
005b6afc-cff9-432f-ae0e-265d9acb5a59,63,Other,Premium,3.39,57,South America,Mobile,17.99,1,PayPal,4,0.06,Sci-Fi
4dbbc3f7-6ede-48ad-bf36-84c7e9188e3c,62,Female,Premium,13.15,11,Oceania,Desktop,17.99,0,Debit Card,1,1.1,Comedy
60559c1a-4093-4379-9e24-d2f033256395,41,Male,Basic,15.26,21,South America,Desktop,8.99,0,Debit Card,5,0.69,Drama
842cacde-7763-4505-bef1-538dedd13be7,27,Other,Premium,79.17,12,South America,Tablet,17.99,0,Debit Card,2,6.09,Drama
73772dd0-a793-479a-a5fa-51423747291a,60,Female,Basic,9.13,43,North America,Laptop,8.99,1,Debit Card,1,0.21,Documentary
52aa9ac1-8625-4421-8d2c-3ed00cf83389,60,Male,Premium,3.29,20,Asia,Mobile,17.99,1,Debit Card,2,0.16,Drama
72452f35-f1ef-4881-a0f6-df6de0351844,58,Female,Standard,9.52,51,Europe,Laptop,13.99,1,PayPal,1,0.18,Sci-Fi
fdf130c6-cd3c-434b-abbf-4645c8ca928d,18,Male,Standard,3.56,23,Oceania,Tablet,13.99,0,Debit Card,4,0.15,Horror
f3dd9f07-99ca-4425-8eaa-62f1a949e8b1,48,Other,Premium,11.1,41,Africa,Mobile,17.99,1,Gift Card,5,0.26,Documentary
f67b2663-cc48-4d48-a855-fc3e1e323a0f,26,Other,Standard,23.13,27,Oceania,Mobile,13.99,0,Debit Card,2,0.83,Documentary
da8c00ec-40b0-400a-90b6-ed24b0b37c89,21,Male,Premium,9.91,27,Asia,Desktop,17.99,0,Debit Card,2,0.35,Sci-Fi
6be0b14c-eaea-4580-b845-457df93bb828,46,Other,Basic,6.22,36,Asia,Laptop,8.99,1,Credit Card,2,0.17,Horror
134e6a09-9723-4652-9213-fbfecaa84377,62,Female,Premium,0.45,20,Europe,Tablet,17.99,0,Debit Card,5,0.02,Sci-Fi
31563b13-7c8d-41c6-bdf2-6a1a554574cd,35,Female,Standard,17.53,38,Oceania,Laptop,13.99,1,Credit Card,1,0.45,Action
ce40f5f8-42ee-44e2-b754-bd3a626cf48d,61,Female,Standard,4.52,21,Europe,Tablet,13.99,1,Crypto,2,0.21,Drama
2682c90e-8e16-4cb6-88ae-1348cd5a62fb,37,Male,Basic,9.69,24,Asia,Mobile,8.99,0,Credit Card,4,0.39,Horror
84cbf173-d71c-49cf-b015-0ea96838663a,46,Female,Standard,5.78,4,Asia,Laptop,13.99,0,Credit Card,2,1.16,Sci-Fi
55587cf4-5322-467e-8066-2ac35e023421,41,Female,Premium,18.87,9,Europe,TV,17.99,0,Gift Card,3,1.89,Documentary
72c5f29b-8e0a-4b81-99c2-6db14fd602a6,21,Female,Premium,4.89,3,Oceania,Desktop,17.99,0,Debit Card,4,1.22,Sci-Fi
f1e8f248-727d-47f5-92da-d6f7610cfc5b,55,Female,Premium,1.66,54,Oceania,TV,17.99,1,PayPal,4,0.03,Drama
1cb5c1a8-8724-4edc-8255-06b1152f5dea,64,Female,Premium,4.42,17,South America,Laptop,17.99,1,Crypto,3,0.25,Horror
72e27837-1995-4843-8284-fadf89a8cfe8,36,Other,Premium,13.38,22,North America,Mobile,17.99,0,Gift Card,4,0.58,Documentary
40e78b9f-b88b-4eb9-b6dd-f288901b072d,67,Female,Premium,9.87,6,Europe,TV,17.99,0,PayPal,3,1.41,Action
c82cb034-7c20-47af-901e-91379d90a183,23,Female,Premium,23.6,56,South America,TV,17.99,0,PayPal,4,0.41,Sci-Fi
6d9e258d-3110-475f-ac1c-1eba0f56b7e8,19,Male,Basic,3.89,33,North America,Mobile,8.99,1,Credit Card,1,0.11,Romance
a9661b26-d812-406e-a1e2-58f640879a0a,20,Other,Premium,3.4,33,Africa,Tablet,17.99,1,Crypto,5,0.1,Drama
747d7b40-97b1-4207-923c-72d5c3e65343,50,Female,Standard,3.58,54,Europe,Tablet,13.99,1,Credit Card,4,0.07,Romance
8ba94dad-4f0e-4aaf-b8d5-c8b4deb2195b,33,Other,Premium,31.11,39,South America,Mobile,17.99,0,Crypto,4,0.78,Comedy
cd2fbe59-0226-47ac-83f9-3aad8fdd9fd1,31,Other,Premium,2.81,39,Europe,Desktop,17.99,1,Credit Card,5,0.07,Horror
e443c6b3-1d47-4274-b231-23f2ffe08dc9,20,Male,Standard,9.87,29,Africa,Desktop,13.99,0,PayPal,3,0.33,Documentary
7fdace55-3767-41d2-85d3-e43a5eddede6,18,Female,Basic,35.52,40,South America,Tablet,8.99,0,Crypto,3,0.87,Action
85d2824e-34b3-4e81-8e27-d1426f49ae4b,31,Male,Premium,4.6,1,South America,Desktop,17.99,0,Gift Card,1,2.3,Sci-Fi
4b1e6601-b97e-479b-b01c-5228f3c6681e,47,Other,Premium,14.24,37,Africa,Tablet,17.99,1,Gift Card,2,0.37,Documentary
fa19687b-872c-4163-a900-59f1b4098ed9,49,Female,Basic,2.9,46,Asia,Mobile,8.99,1,Debit Card,2,0.06,Horror
90b17b2a-6b37-4913-acb5-70b9a7fb7400,30,Female,Basic,24.74,17,Oceania,Laptop,8.99,0,Credit Card,5,1.37,Comedy
f2d0a49a-a99d-440c-8495-66a3e2e4d7f9,22,Other,Basic,2.93,27,Asia,TV,8.99,1,Gift Card,2,0.1,Sci-Fi
79f6a459-5e71-40e9-831a-8657ed6f160b,61,Other,Standard,5.98,1,North America,Tablet,13.99,0,Gift Card,5,2.99,Romance
fd3c898e-3bfd-453b-b00e-839eaf2dd443,59,Other,Premium,24.59,49,North America,Desktop,17.99,0,Crypto,3,0.49,Romance
d88332b4-4d6a-49a9-a74c-55a5d43f3785,42,Male,Premium,18.17,2,South America,Laptop,17.99,0,Crypto,4,6.06,Sci-Fi
ad1d5a11-4a28-49fe-ab0d-9d9708af9ae4,21,Female,Basic,13.97,14,North America,Laptop,8.99,0,Credit Card,3,0.93,Romance
f5a0302a-6df7-4cad-b563-199ad2af75da,35,Male,Basic,4.58,42,South America,Tablet,8.99,1,Credit Card,4,0.11,Romance
2dab7db6-0652-42aa-9bbd-c685fadca648,32,Other,Basic,17.18,22,Africa,TV,8.99,0,Crypto,4,0.75,Romance
123f622f-26f1-431d-bc19-2219c6e7fc86,65,Female,Premium,4.89,6,Asia,TV,17.99,0,Gift Card,1,0.7,Documentary
4b9d865e-50f1-447e-8e49-89d2c6acd3b3,59,Other,Standard,6.77,22,Oceania,Tablet,13.99,0,Debit Card,1,0.29,Sci-Fi
4891e3c6-f53b-45af-ad62-12572f687302,70,Other,Basic,1.28,52,Asia,Mobile,8.99,1,Credit Card,5,0.02,Action
2e3a45b3-b511-42dd-b3e3-e9ce9d182b7a,63,Male,Premium,8.54,51,North America,Tablet,17.99,0,Credit Card,5,0.16,Documentary
5519a119-ca14-4ca1-9518-40ab23d4ea93,29,Other,Basic,17.58,2,Europe,Desktop,8.99,0,PayPal,1,5.86,Action
ccaded82-6e9b-4863-b165-cb90cb39fd26,30,Other,Basic,9.28,44,North America,Tablet,8.99,1,PayPal,4,0.21,Action
52c7f909-500a-4c6d-851d-e504c27ec859,52,Other,Basic,6.18,41,South America,Tablet,8.99,1,Gift Card,3,0.15,Comedy
d019bb17-c284-4b18-b15e-a8625a16d93f,49,Other,Standard,5.88,40,North America,Mobile,13.99,1,Crypto,2,0.14,Action
efe01bcd-e159-4494-a1d3-6e8432a0c269,33,Male,Standard,2.86,30,Europe,Tablet,13.99,1,Gift Card,5,0.09,Drama
552fb14c-c171-4f05-895a-61d49233686b,22,Female,Basic,3.71,28,Europe,TV,8.99,1,Crypto,1,0.13,Horror
99e08a07-d0de-46c9-997d-1fb9452bea46,29,Male,Basic,1.7,43,South America,Mobile,8.99,1,Debit Card,5,0.04,Horror
45291e8c-5116-4068-9168-545eecfaf691,67,Female,Standard,1.02,20,Europe,Laptop,13.99,1,Gift Card,1,0.05,Sci-Fi
00477256-578d-4abd-8ed8-3a5e75539e7a,53,Female,Premium,1.36,35,South America,Mobile,17.99,1,Gift Card,2,0.04,Romance
a8f0268f-cb07-4c40-9fde-dbe0f1c737fc,40,Male,Premium,12.26,3,North America,Mobile,17.99,0,Debit Card,5,3.06,Romance
3b237337-1044-4e5d-a612-e1a9e5f6eb36,56,Other,Premium,1.43,16,Europe,Laptop,17.99,1,Debit Card,2,0.08,Action
80e4a598-68b9-48e1-8bc0-4dbfa54d769e,35,Female,Basic,26.9,49,South America,Desktop,8.99,0,Gift Card,2,0.54,Drama
33563d42-7f51-405c-8328-8cd881128656,54,Male,Basic,3.13,16,Oceania,TV,8.99,1,Credit Card,5,0.18,Drama
4949efaa-be29-41cc-a0ee-683eaa53f442,19,Other,Basic,3.72,11,Asia,Desktop,8.99,1,Crypto,5,0.31,Documentary
4cea2a42-ffdf-49e0-a1c0-5a13b3bdffe3,28,Male,Premium,16.17,46,Africa,Laptop,17.99,1,Crypto,4,0.34,Horror
e301bbbc-80e3-4e8a-9016-545ab980b0cf,19,Other,Basic,5.18,43,Europe,Tablet,8.99,1,PayPal,4,0.12,Horror
5945dc09-1b5b-4511-ac0d-20135699628e,34,Male,Basic,1.89,59,Asia,Tablet,8.99,1,Credit Card,5,0.03,Action
69281385-44f2-48fb-abf2-dc483ee5be8b,19,Male,Premium,8.03,1,Asia,TV,17.99,0,Gift Card,3,4.01,Drama
844f2522-32e3-4f44-a960-cd0c13881618,45,Other,Basic,3.4,27,North America,Laptop,8.99,1,Crypto,3,0.12,Sci-Fi
8bc108d0-ddb9-4aa9-8c28-081008f38cb6,50,Other,Basic,0.11,1,South America,Tablet,8.99,1,Gift Card,2,0.06,Sci-Fi
7bb33e01-e208-48b0-9c0b-cd38833b1124,47,Female,Standard,40.12,55,Africa,Desktop,13.99,0,PayPal,1,0.72,Action
21f1a30f-ff82-424c-b085-7770795446c1,40,Female,Standard,32.88,36,South America,Desktop,13.99,0,Crypto,4,0.89,Sci-Fi
5fa579a5-f777-4206-98c3-de5d03627c6c,41,Female,Standard,6.26,16,Oceania,Tablet,13.99,0,Crypto,4,0.37,Action
ffdade4e-d794-42ce-a50d-25f0a5729e88,48,Other,Premium,16.78,2,Europe,Mobile,17.99,0,PayPal,1,5.59,Drama
e8fda88a-2847-4cb4-b5a0-b7f0c3454405,67,Other,Standard,3.29,25,North America,Tablet,13.99,1,Crypto,1,0.13,Documentary
e19a5270-f0e0-4586-8893-ca3fabdc2fc8,59,Female,Basic,20.11,40,South America,Desktop,8.99,1,PayPal,2,0.49,Sci-Fi
46fe1eb8-c6f9-4bd4-8a9a-d91919ed031a,60,Female,Standard,19.36,45,South America,Desktop,13.99,1,Debit Card,2,0.42,Drama
6735d050-2af6-4030-b34f-9687ab1a8914,33,Male,Basic,2.27,20,South America,Desktop,8.99,1,Debit Card,3,0.11,Romance
629a11d7-4bd9-4698-b40f-8638ffd900c7,24,Female,Basic,2.42,56,Europe,Tablet,8.99,1,Crypto,3,0.04,Comedy
39287652-cd55-45d3-99bc-5b4917558f5e,23,Other,Basic,10.85,13,North America,Mobile,8.99,0,PayPal,3,0.78,Romance
071f4ab9-b7c8-42b9-9571-dac40f75fe29,34,Male,Premium,9.59,28,Europe,Mobile,17.99,0,PayPal,4,0.33,Action
ebfb8aef-3cb5-40e2-9eed-15a73a544d43,30,Male,Premium,7.24,40,Asia,TV,17.99,0,Debit Card,5,0.18,Documentary
1ce9139b-2013-4a00-b77f-fbab1b020a00,69,Male,Standard,7.85,43,Europe,TV,13.99,1,Gift Card,5,0.18,Action
9fbdd1e9-64e2-41a4-8753-fb3412bea228,70,Female,Basic,6.8,6,North America,Mobile,8.99,0,Debit Card,4,0.97,Action
76d56597-dfb2-4223-845f-b8ff46b00ccd,42,Male,Premium,0.88,33,Oceania,Laptop,17.99,1,Credit Card,1,0.03,Comedy
7da43629-4c0f-49ff-8bf2-047e7d6ff102,34,Male,Premium,12.48,53,Asia,Tablet,17.99,1,Gift Card,2,0.23,Comedy
fb2804df-cb81-4735-a73b-15241d47b179,51,Female,Premium,2.04,6,South America,TV,17.99,0,Debit Card,2,0.29,Drama
fd5c0b28-152d-47e2-bc46-c8db8eb99985,27,Other,Premium,4.57,24,Africa,Laptop,17.99,1,Gift Card,4,0.18,Documentary
54ff35f5-4b7d-4740-a2b3-4755a628e79a,19,Male,Standard,19.23,20,Oceania,Laptop,13.99,0,Debit Card,3,0.92,Romance
8af34fa6-55d3-4e2f-bb67-94d27ba89512,18,Other,Standard,16.81,56,Oceania,Tablet,13.99,1,Credit Card,2,0.29,Drama
4ab4899e-8602-4207-8d66-b1d0037f9061,23,Other,Premium,8.17,38,Europe,Desktop,17.99,1,PayPal,3,0.21,Documentary
d0882378-87e1-4f8c-ae52-9b4c6650ed1d,23,Male,Basic,7.09,32,Europe,TV,8.99,1,Credit Card,2,0.21,Romance
95506f85-ac7c-441f-9653-2ff87e09cf22,50,Female,Premium,7.92,58,Asia,Desktop,17.99,1,Gift Card,4,0.13,Drama
78f24d23-96c3-46bf-a87a-fb61569fc00b,54,Other,Standard,10.1,40,Oceania,TV,13.99,0,PayPal,5,0.25,Horror
3d2a67b3-9cdb-4e45-9066-27e51d45cb66,68,Female,Basic,9.07,32,Africa,TV,8.99,1,Crypto,3,0.27,Romance
a8582720-4d1c-4377-8be1-a414bc51938d,70,Other,Basic,2.24,50,Europe,Laptop,8.99,1,PayPal,5,0.04,Documentary
6ad7f0b7-91f7-4c49-9d03-085ce4845c8e,28,Male,Basic,11.25,52,Europe,Laptop,8.99,1,PayPal,5,0.21,Action
a9bb3c30-19d3-4f1c-ab31-2749363de6ca,37,Male,Standard,31.31,53,South America,Mobile,13.99,0,Gift Card,1,0.58,Sci-Fi
6517898e-2c6a-4f44-a25a-33272efdc08d,51,Female,Premium,8.32,48,Europe,TV,17.99,1,Credit Card,2,0.17,Horror
ce63b3cf-0d7a-499f-a1d7-5ee3a26a0257,18,Female,Premium,6.8,20,South America,Laptop,17.99,0,Credit Card,4,0.32,Drama
5911a679-cdb3-4ccc-8ce8-491fb5a5f538,25,Female,Basic,18.4,55,Asia,TV,8.99,1,Debit Card,4,0.33,Drama
8f45c680-7d92-47c2-910e-2e4c69803700,33,Other,Basic,44.72,7,Oceania,Tablet,8.99,0,PayPal,4,5.59,Horror
9141433d-3463-435d-9b27-87d08766f03d,30,Female,Premium,3.61,43,Africa,Tablet,17.99,1,PayPal,4,0.08,Comedy
5131e34f-e327-4746-9132-241d79255ecc,22,Male,Premium,10.68,60,Africa,Tablet,17.99,0,Debit Card,5,0.18,Action
8a93c9a8-86d1-4fb8-9f0f-89ff6671601a,40,Other,Basic,8.13,4,Oceania,Tablet,8.99,0,Gift Card,4,1.63,Romance
61e92891-b875-4291-8e37-00d10b069367,44,Male,Premium,38.18,49,Oceania,TV,17.99,0,Gift Card,3,0.76,Documentary
c96e98a2-6211-4466-9096-6c389ef0143a,68,Male,Basic,1.83,0,Africa,Mobile,8.99,0,Debit Card,5,1.83,Horror
dd0dd66b-b4e4-4077-b128-50039b87c68f,24,Female,Basic,47.9,21,Oceania,Laptop,8.99,0,Debit Card,4,2.18,Romance
9945eeb5-7747-4c17-a171-35bfde1b29ff,34,Female,Standard,3.85,55,South America,Desktop,13.99,1,Gift Card,3,0.07,Romance
e3e9c377-2cb7-4ec4-a85a-f59b9e6f298d,62,Female,Basic,1.55,17,South America,Tablet,8.99,1,Debit Card,2,0.09,Action
01bcc59b-2ffe-4146-9c55-05195c1bfd4f,29,Female,Standard,7.46,58,Asia,Tablet,13.99,0,Credit Card,5,0.13,Drama
66ee8b3e-54d4-47b0-9bdf-a9830a3be6f0,62,Female,Basic,6.67,47,North America,TV,8.99,1,Gift Card,2,0.14,Documentary
042c6d84-17fa-4c97-a537-dcc1ebfc9b19,20,Female,Premium,4.57,17,South America,Laptop,17.99,1,Gift Card,1,0.25,Comedy
37bf780f-45c1-471c-8158-9f211fbf9e0a,60,Female,Standard,1.03,2,Asia,Tablet,13.99,0,PayPal,5,0.34,Documentary
57bea9bb-8e3b-4a70-831b-89ec71163a30,25,Other,Standard,6.71,2,Africa,Tablet,13.99,0,Credit Card,4,2.24,Sci-Fi
ea197301-ecc0-4b24-b3f2-f9c7aa3efccf,57,Male,Standard,12.95,27,North America,TV,13.99,0,Gift Card,4,0.46,Horror
31dab47e-d021-4d4b-8284-98460539ef0a,47,Male,Standard,3.92,58,Africa,Tablet,13.99,1,PayPal,5,0.07,Horror
339bd217-4512-4fce-8e0f-a8ee2938f548,54,Male,Basic,24.44,28,North America,Laptop,8.99,0,Gift Card,4,0.84,Drama
e4696783-b60d-40f9-8556-b6aaca0439bb,34,Female,Standard,28.76,11,North America,Mobile,13.99,0,PayPal,2,2.4,Documentary
6131b5ac-7daf-4a54-9f44-63fe0fcca85f,52,Male,Standard,1.35,7,Asia,TV,13.99,1,Crypto,1,0.17,Action
c81ba12a-e438-42fc-9d0a-045fb8a0e87a,53,Other,Premium,0.25,50,Asia,Tablet,17.99,1,PayPal,1,0.0,Romance
